,full_name,pasport_number,card_number,train_number,from_station,to_station,wagon_seat,price,departure,arrival
2301,Титова Таисия Вениаминовна,7024 747566,4542768676858517,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2302,Игнатова Виктория Алексеевна,0161 852092,4542767645133057,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2303,Носкова Евгения Рубеновна,4786 554674,5242765389370819,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2304,Вениамин Фролович Фокин,5655 470412,4542760498220551,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2305,Осипова Вероника Яковлевна,1052 102176,4543779705171047,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2306,Спиридон Аверьянович Королев,6026 576037,4542760767128614,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2307,Адриан Ярославович Бирюков,8167 174012,4542766556402970,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2308,Кузьмина Нонна Артемовна,2485 893273,2252110306225191,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2309,Борисова Ксения Романовна,3945 038628,5242768446628547,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2310,Раиса Владимировна Лыткина,4816 568751,5242768217368403,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2311,Назар Гертрудович Беспалов,1079 423140,5242760171050617,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2312,Тамара Игоревна Полякова,9718 081648,4542767379217203,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2313,Авдеев Фотий Харлампович,7088 107228,2242760191130694,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2314,Гостомысл Иосифович Кулаков,1652 840585,5252113845758188,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2315,Глафира Кирилловна Мишина,0493 309691,4540425048001088,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2316,Дмитриев Боян Ильич,0618 983965,5242763455117783,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2317,Селиверстова Агата Вячеславовна,6937 316501,5242766362460736,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2318,Терентьева Пелагея Матвеевна,4047 323405,4543771210684144,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2319,Громова София Константиновна,1571 071274,2242766325056273,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2320,Мартын Бориславович Сорокин,6926 562601,4540429849489745,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2321,Поликарп Герасимович Крылов,1105 579343,4542769541601184,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2322,Колобова Полина Игоревна,2686 011882,5242764406645232,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2323,Нонна Эдуардовна Новикова,7696 401855,4540428230439580,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2324,Макаров Ким Елизарович,4076 967698,5242761967434115,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2325,Калинина Александра Робертовна,1214 400999,5242762617736628,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2326,Мина Ефстафьевич Дроздов,7960 267613,2242768782528022,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2327,Некрасов Януарий Харлампьевич,2655 578360,5242766229588618,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2328,Тимофеева Глафира Яковлевна,6026 056409,2243772425398697,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2329,Анжелика Петровна Быкова,2984 750079,4543773806521803,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2330,Валентина Аскольдовна Капустина,8293 277099,2242760865391866,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2331,Кузьмина Виктория Леоновна,6125 585287,5242762825883405,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2332,Мирон Матвеевич Пахомов,2069 370707,4542764330578676,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2333,Белов Остап Давидович,1928 475708,4543779484405154,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2334,Тимур Игоревич Журавлев,7600 008898,2242766363115291,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2335,Гурьев Ладислав Антонович,9738 515879,4542765915047630,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2336,Калашникова Анна Даниловна,2246 336605,2252116906992807,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2337,Тарасова Вероника Дмитриевна,1685 673425,2242768055184233,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2338,Гедеон Авдеевич Петров,3634 144699,4552048953063488,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2339,Октябрина Захаровна Сергеева,2382 590209,5242762839671206,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2340,Василиса Натановна Федорова,2743 747472,5242767896033703,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2341,Самсонова Феврония Борисовна,8048 860647,5240425661816935,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2342,Антонина Семеновна Большакова,9187 070387,4552040302436654,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2343,Наина Евгеньевна Шарапова,2816 714020,4552113112432608,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2344,Влас Филиппович Кудряшов,9624 834700,2242765935246761,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2345,Зиновьев Ювеналий Изотович,3057 046744,4543772863446291,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2346,Ерофей Терентьевич Калинин,6728 679334,2242763195593834,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2347,Ситников Ладимир Вячеславович,6816 259160,4542760721924065,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2348,Тит Харлампович Капустин,8116 571535,2242768095470143,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2349,Логинов Аггей Харламович,5920 926789,2252045550766634,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2350,Устинова Александра Геннадиевна,9328 741294,4542766506434566,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2351,Демид Григорьевич Селезнев,9611 703498,2240425599668617,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2352,Романов Павел Тимурович,3933 873010,5242760884132760,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2353,Галина Львовна Борисова,3690 612189,4542766519060043,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2354,Яковлев Христофор Демьянович,1921 862362,5242769991400714,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2355,Баранов Доброслав Харлампович,4296 078032,4542766437527697,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2356,Демид Фокич Мясников,5328 602968,4542769511265013,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2357,Белякова Раиса Матвеевна,1688 737236,5252113712444206,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2358,Тамара Натановна Цветкова,5940 095289,2243776878214221,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2359,Пахомов Парфен Брониславович,3535 088452,4540425354529350,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2360,Милан Всеволодович Зуев,0772 641228,4542766470643090,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2361,Симон Харлампович Тарасов,8359 623163,5242768239235710,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2362,Ангелина Матвеевна Рожкова,0975 797748,4543772408589032,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2363,Гостомысл Юльевич Романов,7674 513387,5243778085373895,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2364,Светозар Богданович Авдеев,8524 602331,5240426384358544,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2365,Мечислав Теймуразович Медведев,5057 547664,4552113608052882,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2366,Кабанова Лидия Артемовна,4734 908720,2242763090885317,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2367,Хохлова Наталья Сергеевна,2111 759721,4552041074103981,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
2368,г-жа Кошелева Евгения Викторовна,6138 349393,4542762014808885,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
2369,Таисия Георгиевна Игнатова,9972 218556,4542766585505742,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
2370,Александрова Фёкла Леонидовна,3744 497023,4542761824877063,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
2371,Василиса Мироновна Шилова,9124 420267,5242764022381066,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
2372,Комаров Елизар Федосеевич,2762 765927,4543779393517143,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
2373,Авдей Марсович Тарасов,4364 820983,5242762177841723,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
